Textos_espanol,sdg
"Aborda crisis principio legalidad constitucionalismo contemporaneo, especialmente nuevos marcos penales introducidos legislador, delegan interprete conformacion final conductas prohibidas. El objetivo investigacion analizar papel Tribunal Superior Justicia uniformizacion interpretacion tipos penales, vistas ofrecer persona juridica mayor seguridad juridica aplicacion Derecho Penal. Se concluye Superior Tribunal Justicia cumple satisfactoriamente tarea salvaguardar principio legalidad ordenamiento juridico nacional, existen temas alta controversia organos Poder Judicial primera segunda instancia aun pendientes mejor estandarizacion, graves repercusiones maximizar expansion derecho penal.",16
"Varios comentaristas influyentes sugerido recientemente democratizaciA3n paAses desarrollo produce inestabilidad polAtica, conflictos A©tnicos malos resultados econA3micos. Por ejemplo, Robert D. Kaplan (2000) afirma ""si sociedad goza salud razonable, democracia puede ser solo arriesgada, sino desastrosa"" (p. 62). Fareed Zakaria (2003) seA±ala a€œaunque democracia abierto aspectos polAtica africana aportado libertad gente, tambiA©n producido cierto grado caos inestabilidad que, hecho, empeorado corrupciA3n anomia paAsesa€.a Amy Chua (2003) sostiene que: a€œ... numerosos paAses mundo minorAa dominada mercado, ... [asociar democracia mercados sido receta inestabilidad, agitaciA3n conflagraciA3n A©tnica"" (p. 124).",16
"Las desapariciones forzadas generalizadas, ejecuciones sumarias tortura practicadas regimenes militares Argentina Chile llegaron definir abusos derechos humanos decadas 1970 1980. La oposicion practicas regimenes origen contribuyo dar forma movimiento derechos humanos contemporaneo y, extension, normas instituciones derechos humanos. Terrorismo Estado America Latina, Thomas C. Wright, sostiene lucha movimiento dictaduras argentina chilena dio lugar mayor poder disuasorio coercitivo instituciones derechos humanos. Sin embargo, Conflicto cumplimiento, Sonia Cardenas, sostiene que, pesar avance normas creacion estructuras supranacionales promover rendicion cuentas abusos derechos humanos, mecanismos cambiar practica estatal mantenido notablemente constantes largo tres ultimas decadas. Tanto AmA©rica Latina lugares, fuerzas internas anA¡lisis coste-beneficio a€""en ocasiones ayudados presiA3n internacionala€"" siguen siendo ...",16
"Solo gravaba extraccion aguas subterraneas, objetivo politica aumentar precio aguas subterraneas utilizaran lugar aguas superficiales. El impuesto administrado Ministerio Hacienda Unidad Central Impuestos Medioambientales. El sistema tambien suscito quejas industrias uso intensivo agua, impuesto aguas subterraneas diferente industrias abastecidas companias agua autoextraian, planteaba problemas competitividad.",7
"Este trabajo capitulo introductorio libro proxima aparicion Understanding International Criminal Law publicara Aspen Publishers parte serie Essentials Aspen. Este capitulo presenta sucinta historia Derecho Penal Internacional (DPI), basandose principales avances derecho conflictos armados, derecho internacional derechos humanos prohibiciones penales pirateria trata esclavos. El capitulo entrelaza historia normas sustantivas evolucion principios jurisdiccion nacional internacional, narrativas practicamente inseparables DIPr. Otros capitulos texto abordaran fuentes LCI, principales crimenes defensas internacionales, razonamiento retorica LCI. Se espera publicacion 2007 adopcion 2008.",16
"Antes 1994, Eskom responsable electrificacion pais. Eskom tenia monopolio estatal electrificaba zona orden gobierno conectaba consumidor si pagaba. Se descuido sistematicamente prestacion servicios comunidades color, negra asiatica. En 1994, tras celebracion primeras elecciones libres, calculaba aproximadamente 6 millones hogares (Departamento Energia, 2009b) carecian electricidad.",16
"1. Los derechos humanos internacionales reto legitimidad Johan Karlsson Schaffer, Andreas Follesdal Geir Ulfstein 2. La autoridad legitima derechos humanos internacionales: legitimacion reciproca derechos humanos nacionales internacionales Samantha Besson 3. La autoridad legitima organos internacionales derechos humanos Steven Wheatley 4. La autoridad legitima organos internacionales derechos humanos Samantha Besson 3. Sobre autoridad legitima organos internacionales derechos humanos Steven Wheatley 4. Igualdad, derechos humanos derechos politicos Igualdad, derechos humanos legitimidad politica Kristen Hessler 5. La legitimidad autoridades interpretativas internacionales 5. La legitimidad autoridades internacionales interpretacion tratados derechos humanos: defensa instrumentalista indirecta Basak Cali 6. La tortura politica legitimidad 6. La tortura politica legitimacion derecho internacional Ian Hurd 7. Legitimidad, poder institucional legitimidad politica derecho internacional Legitimidad, poder institucional instituciones internacionales derechos humanos: investigacion conceptual Lynn Dobson 8. Legitimidad, gobernanza global derechos humanos 8. Legitimidad, gobernanza global instituciones derechos humanos: invirtiendo rompecabezas Johan Karlsson Schaffer 9. La legitimidad democratica instituciones internacionales derechos humanos: analisis conceptual 9. La legitimidad democratica convenciones internacionales derechos humanos: constitucionalismo politico caso Hirst Richard Bellamy 10. La legitimidad democratica convenciones internacionales derechos humanos: constitucionalismo politico caso Hirst ¿Mucho ruido pocas nueces? La revision judicial internacional derechos humanos democracias funcionan bien Andreas Follesdal.",6
"El Tratado Lisboa introdujo tA©rmino ""valores"" Derecho primario UE. Esta evoluciA3n coincidiA3 concesiA3n Carta Derechos Fundamentales misma fuerza jurAdica Tratados. Sin embargo, sigue pendiente cuestiA3n cA3mo prominencia valores estA¡ configurando realmente Derecho polAtica UE. Este articulo analiza criticamente modo determinados valores traducidos principios derechos Carta interpretan marco politica UE materia biometria, tecnologia seguridad cuyo uso promueve activamente UE. Llegamos conclusion equilibrio valores pertinentes, saber, seguridad libertad, debe gran medida consideraciones politicas economicas conforman politica UE. Las prioridades investigacion, combinadas politica seguridad UE, particular, lucha terrorismo, tienden entonces prevalecer reivindicaciones juridicas base etica moral respecto biometria.",16
"Hasta hace poco, enfoques internacionales derechos humanos pasado alto gran medida experiencias mujeres situaciones conflicto, desplazamiento crisis. Aunque derechos humanos mujeres estan progresando papel, violacion violencia sexual continuan niveles masivos conflictos disturbios civiles, pocas consecuencias autores enfasis prevencion. La propia sociologia tardado participar discursos derechos humanos, aun mas lento sido progreso desarrollo comprension sociologica genero derechos humanos. Esta contribucion sostiene pasar alto desigualdades genero deja violacion derechos mujeres final lista prioridades respecta derecho internacional humanitario, enfoques sociologicos ponen relieve cuestionan subordinacion mujeres pueden apoyar prevencion condena nivel local internacional.",7
La investigacion homicidios tareas mas prestigiosas dificiles cuerpos seguridad modernos. La mayoria departamentos policia metropolitanos...,7
"Esto implica nivel impositivo litro gasoleo debe ser superior litro gasolina, reflejar costes medioambientales relativos. Los vehiculos diesel tambien tienden viajar mas lejos litro combustible gasolina, suelen ser mas eficientes consumo combustible. Esto significa costes sociales, congestion, ruido, accidentes desgaste infraestructuras, tambien mayores litro caso gasoleo gasolina. En sector energetico, Agencia Internacional Energia (AIE) calcula fuentes alrededor 80% posibles emisiones acumuladas gases efecto invernadero (GEI) 2035 escenario energetico coherente objetivos climaticos internacionales existen estan construccion, deja margen nuevas instalaciones contaminantes (AIE, 2012).",7
"A primera hora viernes 19 abril 2013, autoridades Universidad Massachusetts Dartmouth enteraron sospechosos atentado maraton Boston estudiante matriculado. Esa manana, campus transformo escenario crimen objetivo potencial acto terrorismo domestico. Este articulo examina respuesta campus crisis, basandose entrevistas funcionarios campus informe elaborado grupo trabajo revisar respuesta campus. Este estudio caso refiere tres cuestiones importantes literatura gestion crisis. Disponer plan crisis util (1), respuesta eficaz fundamental ponerlo prueba (2). Ademas, plan debe permitir toma decisiones tiempo real, centralizada descentralizada (3).",16
"Este articulo pregunta si Derecho Union Europea (UE) puede imponer limitaciones jurisdiccionales denominados procedimientos arbitraje intracomunitario materia inversiones. ¿Tendria tribunal arbitral conoce caso intracomunitario virtud tratado bilateral inversion (TBI) Tratado Carta Energia (TCE) declararse incompetente dirigir procedimiento debido aplicacion legislacion UE? Este articulo somete proposicion critica, concluyendo que, serie razones, relacionadas bien redaccion TBI TCE, bien aplicacion principios generales derecho internacional, resiste escrutinio. Un tribunal arbitral conozca demanda virtud TBI TCE puede basarse Derecho UE negar derechos expresamente concedidos virtud instrumento establece jurisdiccion.",16
"En caso afirmativo, ¿como asegura Gobierno puede dar cabida aumento generacion electricidad basada energias renovables? Ademas reducir costes generacion, mercados mayoristas aumentan flexibilidad red electrica permiten asignacion mas rentable generacion electricidad. En efecto, mientras generacion electricidad partir energias renovables sujeta fluctuaciones (incluida dependencia condiciones meteorologicas hora dia), demanda debe satisfacerse siempre.",7
"La fijacion tarifas calefaccion electricidad basa buena practica mundial utiliza metodologia tasa rentabilidad. Todos sectores -calefaccion, electricidad distribucion gas- grandes necesidades inversion, necesario atraer capital rentabilidad justa. Por ejemplo, 2015, ANRE aprobo costes transporte distribucion interna gas natural 1 551,00 MDL 1 000 m3, frente 616,92 MDL 1 000 m3 2011. Esta triplicacion costes transporte distribucion interna lapso cuatro anos significativa (la inflacion periodo solo 27,12%) sugiere 2011 costes transporte distribucion interna fijaron nivel permitia recuperacion adecuada costes tasa rentabilidad apropiada.",7
